"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"17.03.2014","180.30","177.50","180.55","176.15","975.50K","1.43%"
"14.03.2014","177.75","177.00","179.25","174.90","1.43M","-0.64%"
"13.03.2014","178.90","181.35","188.55","178.75","2.32M","-0.86%"
"12.03.2014","180.45","180.60","182.15","176.80","1.23M","-0.44%"
"11.03.2014","181.25","179.95","182.20","179.75","949.73K","1.31%"
"10.03.2014","178.90","182.35","183.40","177.70","1.49M","-2.53%"
"07.03.2014","183.55","186.35","187.00","183.25","829.54K","-1.45%"
"06.03.2014","186.25","186.80","187.50","184.80","897.13K","0.35%"
"05.03.2014","185.60","187.60","188.25","185.60","825.53K","-0.83%"
"04.03.2014","187.15","185.80","188.45","185.05","1.07M","2.16%"
"03.03.2014","183.20","184.15","186.80","182.60","1.29M","-3.07%"
"28.02.2014","189.00","189.35","189.65","187.55","791.54K","0.35%"
"27.02.2014","188.35","189.50","190.35","186.25","888.36K","-0.34%"
"26.02.2014","189.00","191.35","191.80","189.00","1.06M","-0.58%"
"25.02.2014","190.10","189.45","191.35","187.95","1.62M","1.17%"
"24.02.2014","187.90","186.65","188.40","184.95","4.41M","-6.52%"
"21.02.2014","201.00","199.95","201.10","198.70","1.22M","1.52%"
"20.02.2014","198.00","197.10","198.95","196.25","1.35M","-1.54%"
"19.02.2014","201.10","201.15","203.00","199.05","778.36K","-0.49%"
"18.02.2014","202.10","202.45","202.65","199.00","850.18K","-0.27%"
"17.02.2014","202.65","202.00","203.00","200.90","422.48K","0.27%"
"14.02.2014","202.10","199.75","202.55","199.00","883.37K","1.10%"
"13.02.2014","199.90","197.85","199.90","196.05","892.17K","0.78%"
"12.02.2014","198.35","196.00","200.05","195.95","1.29M","1.87%"
"11.02.2014","194.70","188.50","194.75","188.45","1.13M","2.64%"
"10.02.2014","189.70","189.45","190.70","187.75","871.18K","0.93%"
"07.02.2014","187.95","188.00","189.10","186.10","911.58K","0.72%"
"06.02.2014","186.60","186.65","188.60","184.60","1.43M","1.08%"
"05.02.2014","184.60","183.50","188.55","183.15","1.17M","0.65%"
"04.02.2014","183.40","181.20","185.35","179.15","1.41M","-1.13%"
"03.02.2014","185.50","188.15","190.05","184.95","927.27K","-1.36%"
"31.01.2014","188.05","190.50","190.50","185.25","1.14M","-1.10%"
"30.01.2014","190.15","192.65","192.75","187.95","1.02M","-0.81%"
"29.01.2014","191.70","198.00","198.10","188.45","1.27M","-1.97%"
"28.01.2014","195.55","194.10","196.30","193.50","959.74K","1.53%"
"27.01.2014","192.60","192.75","194.00","188.15","1.10M","-0.36%"
"24.01.2014","193.30","198.70","199.60","192.85","1.30M","-2.50%"
"23.01.2014","198.25","200.10","202.40","198.05","770.80K","-1.52%"
"22.01.2014","201.30","203.60","203.90","200.25","681.20K","-0.64%"
"21.01.2014","202.60","203.50","204.30","202.20","529.02K","-0.34%"
"20.01.2014","203.30","202.05","203.55","201.85","394.28K","-0.02%"
"17.01.2014","203.35","203.25","204.35","201.85","939.46K","0.49%"
"16.01.2014","202.35","203.50","204.35","201.30","750.74K","-0.17%"
"15.01.2014","202.70","199.70","203.75","198.55","1.06M","2.48%"
"14.01.2014","197.80","196.00","199.50","194.55","1.45M","-2.37%"
"13.01.2014","202.60","202.70","204.45","202.00","678.46K","0.27%"
"10.01.2014","202.05","200.30","203.90","199.95","726.65K","1.30%"
"09.01.2014","199.45","200.00","202.05","198.90","735.76K","-0.35%"
"08.01.2014","200.15","200.20","200.40","198.70","470.81K","0.07%"
"07.01.2014","200.00","198.95","200.75","197.50","582.46K","0.63%"
"06.01.2014","198.75","200.15","200.80","197.05","571.87K","-0.87%"
"03.01.2014","200.50","200.75","201.55","199.85","651.59K","0.00%"
"02.01.2014","200.50","204.85","205.00","199.65","1.11M","-1.79%"
"30.12.2013","204.15","204.00","204.50","203.35","302.16K","0.07%"
"27.12.2013","204.00","202.85","204.20","202.75","505.13K","1.27%"
"23.12.2013","201.45","200.00","201.95","199.85","508.82K","1.10%"
"20.12.2013","199.25","198.50","200.00","197.90","2.26M","0.63%"
"19.12.2013","198.00","197.90","199.00","197.05","784.01K","1.18%"
"18.12.2013","195.70","194.80","196.90","194.40","972.11K","1.19%"
"17.12.2013","193.40","192.70","194.50","192.55","598.70K","0.42%"
"16.12.2013","192.60","189.40","193.60","188.50","817.61K","1.45%"
"13.12.2013","189.85","190.20","190.45","188.90","622.32K","0.08%"
"12.12.2013","189.70","189.50","191.00","188.65","839.24K","-0.37%"
"11.12.2013","190.40","189.50","191.10","188.00","817.74K","-0.10%"
"10.12.2013","190.60","193.05","193.80","190.05","846.99K","-1.60%"
"09.12.2013","193.70","194.60","194.80","192.65","486.55K","0.13%"
"06.12.2013","193.45","192.00","194.55","191.35","741.32K","1.23%"
"05.12.2013","191.10","191.15","192.90","190.85","744.49K","-0.60%"
"04.12.2013","192.25","193.25","194.15","191.15","883.25K","-0.03%"
"03.12.2013","192.30","196.25","196.65","191.90","1.09M","-2.24%"
"02.12.2013","196.70","195.75","197.25","194.45","560.77K","0.72%"
"29.11.2013","195.30","194.90","195.65","194.40","495.08K","0.15%"
"28.11.2013","195.00","195.85","196.45","194.60","379.12K","-0.48%"
"27.11.2013","195.95","195.35","196.15","195.00","383.02K","0.54%"
"26.11.2013","194.90","195.00","195.90","194.20","553.08K","-0.26%"
"25.11.2013","195.40","195.80","196.30","194.00","809.32K","0.36%"
"22.11.2013","194.70","195.70","196.70","192.70","889.51K","-0.46%"
"21.11.2013","195.60","194.65","196.55","193.25","587.96K","0.18%"
"20.11.2013","195.25","194.75","196.90","194.65","592.34K","0.08%"
"19.11.2013","195.10","194.40","195.95","194.00","521.14K","-0.03%"
"18.11.2013","195.15","194.50","196.35","193.80","787.12K","0.33%"
"15.11.2013","194.50","193.10","194.65","191.60","930.34K","0.62%"
"14.11.2013","193.30","193.00","193.75","191.85","820.52K","1.34%"
"13.11.2013","190.75","190.20","190.80","187.90","942.32K","-0.03%"
"12.11.2013","190.80","191.20","191.60","190.10","590.13K","-0.13%"
"11.11.2013","191.05","192.30","192.60","190.75","500.17K","-0.68%"
"08.11.2013","192.35","192.05","193.25","189.85","917.67K","-0.39%"
"07.11.2013","193.10","190.35","195.45","190.15","1.35M","1.05%"
"06.11.2013","191.10","190.90","191.80","190.15","544.34K","0.10%"
"05.11.2013","190.90","192.00","192.50","189.20","874.69K","-0.57%"
"04.11.2013","192.00","189.90","192.25","189.90","912.46K","1.88%"
"01.11.2013","188.45","189.65","191.30","188.10","1.06M","0.67%"
"31.10.2013","187.20","184.25","188.30","183.50","1.65M","2.02%"
"30.10.2013","183.50","180.50","186.10","180.30","3.11M","4.95%"
"29.10.2013","174.85","174.50","175.80","172.85","985.59K","0.34%"
"28.10.2013","174.25","177.20","177.20","172.95","829.47K","-1.27%"
"25.10.2013","176.50","176.80","177.50","175.75","622.33K","-0.59%"
"24.10.2013","177.55","177.25","178.05","176.30","746.40K","0.82%"
"23.10.2013","176.10","176.80","177.05","175.60","608.79K","-0.59%"
"22.10.2013","177.15","176.70","178.85","176.00","975.62K","0.14%"
"21.10.2013","176.90","176.10","177.30","174.70","739.51K","0.23%"
"18.10.2013","176.50","177.60","177.90","174.30","1.55M","-0.34%"
"17.10.2013","177.10","177.20","177.55","175.25","729.14K","0.11%"
"16.10.2013","176.90","176.00","177.80","175.10","859.19K","0.51%"
"15.10.2013","176.00","176.20","177.05","175.05","882.54K","0.31%"
"14.10.2013","175.45","174.45","175.55","174.05","441.32K","0.14%"
"11.10.2013","175.20","174.95","175.40","174.00","662.46K","0.66%"
"10.10.2013","174.05","170.95","174.55","170.70","1.26M","2.56%"
"09.10.2013","169.70","169.75","171.25","168.95","707.24K","0.35%"
"08.10.2013","169.10","170.70","171.55","168.30","845.85K","-0.70%"
"07.10.2013","170.30","167.40","170.75","166.50","723.29K","1.31%"
"04.10.2013","168.10","168.10","169.10","166.85","992.18K","0.00%"
"03.10.2013","168.10","171.80","172.30","167.55","1.22M","-1.70%"
"02.10.2013","171.00","173.50","174.20","170.10","1.15M","-2.26%"
"01.10.2013","174.95","174.50","175.10","172.80","802.47K","0.40%"
"30.09.2013","174.25","172.70","174.25","171.75","858.67K","-0.17%"
"27.09.2013","174.55","175.45","175.45","172.65","524.41K","0.00%"
"26.09.2013","174.55","176.50","176.60","173.60","700.05K","-0.77%"
"25.09.2013","175.90","175.85","176.80","174.55","586.57K","0.34%"
"24.09.2013","175.30","173.75","175.95","173.40","806.51K","1.01%"
"23.09.2013","173.55","174.70","176.85","172.60","902.86K","0.14%"
"20.09.2013","173.30","177.25","177.40","171.85","2.72M","-2.23%"
"19.09.2013","177.25","184.15","185.30","175.00","3.73M","-2.10%"
"18.09.2013","181.05","180.65","182.10","179.55","604.80K","0.44%"
"17.09.2013","180.25","181.85","182.00","179.20","736.08K","-1.53%"
"16.09.2013","183.05","184.35","184.90","182.70","780.14K","0.66%"
"13.09.2013","181.85","179.30","181.90","178.75","705.81K","1.37%"
"12.09.2013","179.40","179.05","179.70","178.20","731.45K","0.39%"
"11.09.2013","178.70","178.45","179.80","177.55","681.31K","0.37%"
"10.09.2013","178.05","175.15","178.85","174.35","1.79M","4.12%"
"09.09.2013","171.00","171.50","173.25","170.00","677.22K","-0.47%"
"06.09.2013","171.80","171.15","173.50","170.20","859.65K","-0.12%"
"05.09.2013","172.00","171.10","172.90","170.15","1.06M","1.18%"
"04.09.2013","170.00","171.05","171.25","167.50","1.11M","-0.73%"
"03.09.2013","171.25","176.75","177.15","170.75","1.41M","-2.75%"
"02.09.2013","176.10","175.10","177.30","174.75","698.34K","2.32%"
"30.08.2013","172.10","174.05","174.55","171.10","862.62K","-1.21%"
"29.08.2013","174.20","174.00","175.05","173.00","693.12K","1.10%"
"28.08.2013","172.30","174.80","174.80","169.55","1.52M","-2.30%"
"27.08.2013","176.35","181.30","181.80","175.65","1.37M","-3.16%"
"26.08.2013","182.10","183.05","183.05","181.20","340.08K","0.28%"
"23.08.2013","181.60","184.15","184.40","180.75","672.90K","-0.95%"
"22.08.2013","183.35","181.35","184.60","181.10","598.57K","1.16%"
"21.08.2013","181.25","180.40","181.95","179.70","525.93K","0.30%"
"20.08.2013","180.70","182.10","182.15","178.70","978.08K","-1.79%"
"19.08.2013","184.00","184.00","184.40","182.70","597.82K","0.35%"
"16.08.2013","183.35","183.95","184.90","180.85","914.98K","-0.92%"
"15.08.2013","185.05","185.90","186.45","183.65","550.20K","-0.80%"
"14.08.2013","186.55","185.95","187.00","184.20","657.64K","0.40%"
"13.08.2013","185.80","185.95","186.65","183.75","635.79K","0.46%"
"12.08.2013","184.95","182.85","185.45","181.60","682.73K","0.93%"
"09.08.2013","183.25","182.85","184.50","181.85","662.30K","0.83%"
"08.08.2013","181.75","181.60","183.25","181.15","665.93K","0.30%"
"07.08.2013","181.20","182.00","182.05","180.55","735.97K","-0.77%"
"06.08.2013","182.60","183.55","185.30","181.45","926.61K","-0.76%"
"05.08.2013","184.00","182.75","184.30","182.40","719.09K","0.68%"
"02.08.2013","182.75","183.95","184.55","180.80","945.65K","-0.60%"
"01.08.2013","183.85","180.60","184.30","179.70","1.37M","2.91%"
"31.07.2013","178.65","179.00","180.05","174.75","2.07M","1.42%"
"30.07.2013","176.15","174.90","176.30","173.80","1.02M","1.21%"
"29.07.2013","174.05","173.50","174.35","172.95","706.44K","1.02%"
"26.07.2013","172.30","173.50","174.45","171.50","712.63K","-0.63%"
"25.07.2013","173.40","173.30","173.95","170.60","795.00K","-0.12%"
"24.07.2013","173.60","171.30","173.60","170.05","909.29K","1.61%"
"23.07.2013","170.85","170.00","171.65","169.85","633.65K","0.92%"
"22.07.2013","169.30","172.40","172.95","168.50","742.51K","-1.57%"
"19.07.2013","172.00","171.45","172.25","170.15","1.14M","-0.03%"
"18.07.2013","172.05","169.80","172.05","167.50","744.62K","1.41%"
"17.07.2013","169.65","167.00","169.75","165.75","748.63K","1.40%"
"16.07.2013","167.30","167.90","168.30","166.50","527.08K","-0.36%"
"15.07.2013","167.90","168.25","168.95","167.25","493.36K","0.33%"
"12.07.2013","167.35","166.35","168.50","166.00","1.22M","1.24%"
"11.07.2013","165.30","164.85","166.30","164.85","967.37K","1.32%"
"10.07.2013","163.15","161.65","163.35","160.55","835.60K","0.87%"
"09.07.2013","161.75","161.25","162.65","159.95","999.89K","1.38%"
"08.07.2013","159.55","158.75","161.60","158.05","675.10K","1.46%"
"05.07.2013","157.25","160.65","161.80","157.05","1.09M","-1.78%"
"04.07.2013","160.10","155.45","160.50","155.25","1.41M","3.93%"
"03.07.2013","154.05","154.60","155.10","150.95","1.19M","-1.50%"
"02.07.2013","156.40","158.30","159.05","155.90","671.98K","-0.45%"
"01.07.2013","157.10","156.15","158.90","155.00","1.12M","1.00%"
"28.06.2013","155.55","156.10","157.65","154.60","1.05M","-0.29%"
"27.06.2013","156.00","154.70","157.35","154.30","1.01M","1.30%"
"26.06.2013","154.00","152.80","154.40","151.80","1.37M","1.65%"
"25.06.2013","151.50","148.35","152.80","147.65","1.41M","3.10%"
"24.06.2013","146.95","149.50","150.50","146.35","1.57M","-2.00%"
"21.06.2013","149.95","154.00","154.40","149.95","2.81M","-2.06%"
"20.06.2013","153.10","157.90","157.90","151.40","2.40M","-4.13%"
"19.06.2013","159.70","162.00","162.85","159.70","939.20K","-1.30%"
"18.06.2013","161.80","162.50","162.95","159.50","869.89K","-0.31%"
"17.06.2013","162.30","160.30","164.00","160.10","1.14M","1.98%"
"14.06.2013","159.15","160.00","160.70","158.35","909.63K","0.73%"
"13.06.2013","158.00","156.95","158.40","155.10","1.41M","-1.06%"
"12.06.2013","159.70","161.50","161.90","158.65","2.08M","-3.30%"
"11.06.2013","165.15","167.40","168.00","163.65","1.25M","-1.70%"
"10.06.2013","168.00","168.50","169.80","165.80","1.00M","1.05%"
"07.06.2013","166.25","162.60","168.10","160.10","1.23M","2.40%"
"06.06.2013","162.35","164.00","165.85","162.10","955.41K","-1.31%"
"05.06.2013","164.50","164.10","165.75","163.10","788.14K","-0.45%"
"04.06.2013","165.25","168.55","169.15","163.55","1.13M","-1.08%"
"03.06.2013","167.05","167.60","169.50","165.35","954.15K","-1.12%"
"31.05.2013","168.95","167.80","169.80","166.45","868.71K","0.48%"
"30.05.2013","168.15","166.45","168.90","165.70","694.59K","0.81%"
"29.05.2013","166.80","166.30","168.15","165.55","876.66K","-0.39%"
"28.05.2013","167.45","167.45","169.05","166.00","1.10M","-0.06%"
"27.05.2013","167.55","167.10","168.35","166.15","392.67K","0.57%"
"24.05.2013","166.60","167.85","168.90","164.40","1.08M","-0.83%"
"23.05.2013","168.00","165.50","168.60","163.40","1.65M","-2.61%"
"22.05.2013","172.50","171.80","173.90","170.55","977.61K","0.52%"
"21.05.2013","171.60","172.90","173.50","169.75","1.03M","-1.29%"
"20.05.2013","173.85","169.00","174.90","168.65","1.48M","3.24%"
"17.05.2013","168.40","162.45","168.95","161.90","2.14M","3.73%"
"16.05.2013","162.35","162.70","163.15","161.35","582.80K","-0.22%"
"15.05.2013","162.70","161.00","163.50","160.50","1.06M","1.53%"
"14.05.2013","160.25","157.30","160.90","155.15","1.00M","2.10%"
"13.05.2013","156.95","157.50","157.80","154.60","633.20K","-0.44%"
"10.05.2013","157.65","159.20","161.00","157.45","1.01M","-0.88%"
"09.05.2013","159.05","158.40","159.45","157.10","488.35K","0.44%"
"08.05.2013","158.35","158.20","159.80","158.05","764.54K","0.22%"
"07.05.2013","158.00","156.90","158.75","156.05","856.76K","0.64%"
"06.05.2013","157.00","157.90","158.20","156.50","568.41K","-0.63%"
"03.05.2013","158.00","153.90","158.95","152.25","1.67M","3.61%"
"02.05.2013","152.50","153.50","153.80","150.75","1.26M","-0.91%"
"30.04.2013","153.90","153.70","155.25","153.15","1.33M","1.25%"
"29.04.2013","152.00","147.70","153.65","147.25","1.41M","2.63%"
"26.04.2013","148.10","149.35","150.65","147.15","1.22M","-2.95%"
"25.04.2013","152.60","151.55","153.85","150.35","1.13M","1.26%"
"24.04.2013","150.70","147.00","153.55","146.40","2.15M","2.59%"
"23.04.2013","146.90","142.20","147.00","140.05","1.50M","3.38%"
"22.04.2013","142.10","142.40","143.45","140.95","1.16M","0.78%"
"19.04.2013","141.00","139.35","141.55","138.55","1.81M","1.81%"
"18.04.2013","138.50","142.10","142.40","136.60","2.29M","-2.09%"
"17.04.2013","141.45","146.55","146.90","140.65","1.84M","-2.92%"
"16.04.2013","145.70","143.95","146.80","143.55","1.28M","0.59%"
"15.04.2013","144.85","147.95","147.95","143.55","1.22M","-2.00%"
"12.04.2013","147.80","151.90","152.50","146.20","2.01M","-3.30%"
"11.04.2013","152.85","153.00","153.20","151.35","902.65K","0.10%"
"10.04.2013","152.70","151.05","154.50","151.05","1.15M","0.46%"
"09.04.2013","152.00","156.95","157.65","150.40","1.69M","-2.63%"
"08.04.2013","156.10","155.60","156.90","153.90","700.19K","1.07%"
"05.04.2013","154.45","156.70","156.90","153.20","1.05M","-1.06%"
"04.04.2013","156.10","155.95","158.50","154.45","905.03K","-0.03%"
"03.04.2013","156.15","157.95","158.30","155.95","1.06M","-0.92%"
"02.04.2013","157.60","155.40","158.45","154.85","927.89K","1.68%"
"28.03.2013","155.00","155.50","157.30","154.55","1.04M","-0.39%"
"27.03.2013","155.60","157.60","157.60","153.40","1.02M","-0.64%"
"26.03.2013","156.60","155.50","157.70","155.35","713.47K","0.90%"
"25.03.2013","155.20","158.75","159.15","154.65","946.34K","-0.86%"
"22.03.2013","156.55","155.20","158.25","154.40","1.09M","0.84%"
"21.03.2013","155.25","157.05","157.50","152.65","1.49M","-1.58%"
"20.03.2013","157.75","160.40","160.45","156.50","936.58K","-0.50%"
"19.03.2013","158.55","159.25","160.40","157.10","1.46M","-0.44%"
"18.03.2013","159.25","158.00","160.05","157.10","1.32M","-0.66%"
"15.03.2013","160.30","159.40","160.75","157.35","4.41M","-2.64%"
"14.03.2013","164.65","167.70","169.20","160.10","2.62M","-1.11%"
"13.03.2013","166.50","165.30","166.80","164.30","731.77K","0.33%"
"12.03.2013","165.95","168.65","168.90","165.35","855.92K","-1.72%"
"11.03.2013","168.85","168.95","169.75","167.10","632.12K","-0.56%"
"08.03.2013","169.80","171.00","171.35","169.25","805.69K","-0.09%"
"07.03.2013","169.95","168.60","171.45","168.50","820.14K","0.89%"
"06.03.2013","168.45","168.05","170.10","167.80","1.03M","1.20%"
"05.03.2013","166.45","164.55","167.50","164.55","979.28K","2.40%"
"04.03.2013","162.55","163.50","164.05","161.25","700.99K","-0.94%"
"01.03.2013","164.10","167.85","167.90","161.15","1.38M","-1.88%"
"28.02.2013","167.25","168.15","169.50","166.75","893.08K","0.18%"
"27.02.2013","166.95","165.05","167.45","162.40","1.17M","2.11%"
"26.02.2013","163.50","162.95","166.15","161.70","1.32M","-1.62%"
"25.02.2013","166.20","165.80","170.40","165.05","2.38M","1.47%"
"22.02.2013","163.80","176.95","177.25","163.55","3.59M","-6.96%"
"21.02.2013","176.05","179.30","179.45","175.50","806.04K","-2.57%"
"20.02.2013","180.70","180.70","182.05","180.10","540.03K","-0.17%"
"19.02.2013","181.00","176.00","181.40","175.45","846.32K","2.43%"
"18.02.2013","176.70","176.25","177.00","175.80","328.61K","-0.17%"
"15.02.2013","177.00","177.60","177.85","176.35","716.34K","-0.23%"
"14.02.2013","177.40","180.10","180.70","177.40","637.02K","-1.83%"
"13.02.2013","180.70","179.80","182.35","179.00","583.84K","0.87%"
"12.02.2013","179.15","178.30","179.65","177.15","571.17K","0.14%"
"11.02.2013","178.90","179.65","180.70","177.45","544.31K","-0.91%"
"08.02.2013","180.55","176.65","181.25","176.60","694.84K","2.29%"
"07.02.2013","176.50","176.15","178.85","175.25","857.83K","0.09%"
"06.02.2013","176.35","178.90","179.10","175.00","987.56K","-1.04%"
"05.02.2013","178.20","179.50","179.90","176.80","1.01M","-0.94%"
"04.02.2013","179.90","187.00","187.30","179.80","922.72K","-3.62%"
"01.02.2013","186.65","182.45","186.65","182.45","876.79K","2.47%"
